   n  timestamp       rr   bpm
6128         4577632   736  82
6129         4578369   716  84
6130         4579086   683  88
6131         4579770   750  80
6132         4580520   741  81
6133         4581262   697  86
6134         4581960   720  83
6135         4582680   708  85
6136         4583389   679  88
6137         4584069   681  88
6138         4584751   718  84
6139         4585469   680  88
6140         4586150   675  89
6141         4586826   714  84
6142         4587540   708  85
6143         4588249   683  88
6144         4588933   714  84
6145         4589647   724  83
6146         4590372   718  84
6147         4591091   731  82
6148         4591823   737  81
6149         4592560   704  85
6150         4593265   690  87
6151         4593956   690  87
6152         4594646   678  88
6153         4595325   655  92
6154         4595981   664  90
6155         4596645   743  81
6156         4597389   715  84
6157         4598105   674  89
6158         4598779   676  89
6159         4599456   977  61
6160         4600434   837  72
6161         4601272   721  83
6162         4601994   644  93
6163         4602638   642  93
6164         4603281   647  93
6165         4603929   774  78
6166         4604703   766  78
6167         4605470   991  61
6168         4606462   920  65
6169         4607383   911  66
6170         4608295   777  77
6171         4609073   711  84
6172         4609785   738  81
6173         4610523   743  81
6174         4611267   678  88
6175         4611946   705  85
6176         4612651   716  84
6177         4613368   668  90
6178         4614037   715  84
6179         4614752   723  83
6180         4615476   696  86
6181         4616173   744  81
6182         4616918   710  85
6183         4617628   688  87
6184         4618317   700  86
6185         4619018   690  87
6186         4619708   663  90
6187         4620372   672  89
6188         4621045   687  87
6189         4621732   669  90
6190         4622402   680  88
6191         4623083   677  89
6192         4623760   654  92
6193         4624415   644  93
6194         4625060   631  95
6195         4625691   622  96
6196         4626314   613  98
6197         4626927   602 100
6198         4627530   592 101
6199         4628123   587 102
6200         4628710   590 102
6201         4629301   575 104
6202         4629876   576 104
6203         4630453   578 104
6204         4631032   590 102
6205         4631622   624  96
6206         4632247   620  97
6207         4632867   614  98
6208         4633482   655  92
6209         4634138   644  93
6210         4634782   633  95
6211         4635416   650  92
6212         4636067   647  93
6213         4636714   643  93
6214         4637358   658  91
6215         4638017   709  85
6216         4638726   735  82
6217         4639462   819  73
6218         4640282   762  79
6219         4641045   759  79
6220         4641804   762  79
6221         4642567   734  82
6222         4643302   712  84
6223         4644015   724  83
6224         4644739   724  83
6225         4645464   735  82
6226         4646200   846  71
6227         4647047   796  75
6228         4647843   753  80
6229         4648597   766  78
6230         4649364   729  82
6231         4650094   706  85
6232         4650800   724  83
6233         4651525   722  83
6234         4652248   753  80
6235         4653002   829  72
6236         4653832   817  73
6237         4654649   819  73
6238         4655469   819  73
6239         4656289   777  77
6240         4657067   792  76
6241         4657860   837  72
6242         4658697   763  79
6243         4659461   771  78
6244         4660233   739  81
6245         4660973   720  83
6246         4661693   749  80
6247         4662443   751  80
6248         4663195   733  82
6249         4663929   748  80
6250         4664677   770  78
6251         4665448   867  69
6252         4666316   755  79
6253         4667072   734  82
6254         4667806   687  87
6255         4668494   671  89
6256         4669166   650  92
6257         4669816   643  93
6258         4670460   629  95
6259         4671090   623  96
6260         4671713   619  97
6261         4672333   625  96
6262         4672958   636  94
6263         4673595   680  88
6264         4674276   768  78
6265         4675045   701  86
6266         4675746   725  83
6267         4676472   727  83
6268         4677200   713  84
6269         4677914   793  76
6270         4678707   784  77
6271         4679492   774  78
6272         4680267   817  73
6273         4681085   792  76
6274         4681877   783  77
6275         4682661   805  75
6276         4683467   784  77
6277         4684252   796  75
6278         4685049   801  75
6279         4685850   796  75
6280         4686647   785  76
6281         4687433   823  73
6282         4688257   729  82
6283         4688986   691  87
6284         4689678   712  84
6285         4690391   760  79
6286         4691152   804  75
6287         4691957   840  71
6288         4692797   824  73
6289         4693622   825  73
6290         4694448   803  75
6291         4695252   813  74
6292         4696066   811  74
6293         4696877   835  72
6294         4697713   890  67
6295         4698604   857  70
6296         4699462   847  71
6297         4700310   871  69
6298         4701182   839  72
6299         4702022   924  65
6300         4702947   886  68
6301         4703833   834  72
6302         4704668   893  67
6303         4705562   857  70
6304         4706420   857  70
6305         4707278   878  68
6306         4708157   831  72
6307         4708989   851  71
6308         4709840   872  69
6309         4710713   822  73
